Group,Name,Category,Description,ID Tag,Price,Weight,Width,Length,Height,Last inventory date,Expiry Date,Purchase date,Quantity unit,Stock Shortage,Default quantity,Storage 1,Quantity 1,Storage 2,Quantity 2,Storage 3,Quantity 3,Storage 4,Quantity 4,Storage 5,Quantity 5,Supplier 1,Supplier 1 price,Supplier 2,Supplier 2 price,Supplier 3,Supplier 3 price,Supplier 4,Supplier 4 price,Supplier 5,Supplier 5 price,Group property 1,Group property 2,Group property 3,Group property 4,Group property 5,Group property 6,Group property 7,Group property 8,Group property 9,Group property 10,Optimal Quantity,Category (full path),
Sample Group,D669,TRANSISTOR,NPN CHICO 1.5A 180V 1W 175 °C ECG373,20160229,2,,,,,,,,,1,24,B3C2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D718,TRANSISTOR,NPN GRANDE 8A 120V 80W 150 °C,20160229,8,,,,,,,,,1,0,B3C3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D7723,TRANSISTOR,NO TIENE ECG,20160229,3,,,,,,,,,1,2,B3D6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D773,TRANSISTOR,NPN CHICO 2A 20V 1W 150 °C ECG293,20160229,2,,,,,,,,,1,16,B3C3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D789,TRANSISTOR,NPN CHICO 1A 100V 0.9W 175 °C ECG315,20160229,3,,,,,,,,,1,0,B3C3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D834,TRANSISTOR,NPN MEDIANO 4A 250V 25W 150 °C,20160229,3,,,,,,,,,1,8,B3C3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D847,TRANSISTOR,NPN GRANDE 15A 40V 80W 150 °C ECG2304,20160229,7,,,,,,,,,1,2,B3C3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D880,TRANSISTOR,NPN MEDIANO 3A 60V 30W 150 °C ECG152,20160229,2,,,,,,,,,1,0,B3C3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D882,TRANSISTOR,NPN CHICO 3A 40V 10W 150 °C ECG184,20160229,2,,,,,,,,,1,18,B3C3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D917,TRANSISTOR,NPN GRANDE 7A 330V 70W 150 °C ECG2308,20160229,6,,,,,,,,,1,5,B3C4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D965,TRANSISTOR,NPN CHICO 5A 40V 0.75W 150 °C ECG11,20160229,1,,,,,,,,,1,4,B3C4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL1011,TRANSISTOR,,,5,,,,,,,,,1,2,A2A14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL1026,TRANSISTOR,,,5,,,,,,,,,1,3,A2A14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL1034,TRANSISTOR,,,5,,,,,,,,,1,5,A2A15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL2002,TRANSISTOR,,,10,,,,,,,,,1,4,A2A15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL2018,TRANSISTOR,,,15,,,,,,,,,1,3,A2A15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL494,TRANSISTOR,,,5,,,,,,,,,1,4,A2A14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DBL567,TRANSISTOR,,,5,,,,,,,,,1,5,A2A14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DCF1551,FLYBACK,,,28,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,DCF1577,FLYBACK,,,,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,DCF2077,FLYBACK,,,26,,,,,,,,,1,3,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,DFF98020,FLYBACK,,,30,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,DH321,TRANSISTOR,,,10,,,,,,,,,1,0,A2A15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DH391,TRANSISTOR,,,8,,,,,,,,,1,10,A2A15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DM0265,TRANSISTOR,,,10,,,,,,,,,1,2,A2A15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DM0365,TRANSISTOR,,,13,,,,,,,,,1,5,A2A15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DM0465R,TRANSISTOR,,,20,,,,,,,,,1,1,A2A16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DM7401,TRANSISTOR,,,5,,,,,,,,,1,2,B3B10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DP104,TRANSISTOR,,,5,,,,,,,,,1,2,A2A16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DP704,TRANSISTOR,,,,,,,,,,,,1,1,A2A16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DP804,TRANSISTOR,,,13,,,,,,,,,1,2,A2A16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DP904,TRANSISTOR,,,4,,,,,,,,,1,2,A2A16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DPM0017,TRANSISTOR,,,30,,,,,,,,,1,2,A2A16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,DT5NF20F,FLYBACK,,,,,,,,,,,,1,3,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,ECG299,TRANSISTOR,,,3,,,,,,,,,1,3,B1D10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,ECG311,TRANSISTOR,=M9599,,1,,,,,,,,,1,1,B1D10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,ECG6087,TRANSISTOR,,,,,,,,,,,,1,1,A2A17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,ECG68,TRANSISTOR,,,15,,,,,,,,,1,3,A2B12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,EI3003,TRANSISTOR,,,,,,,,,,,,1,1,A2A17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,EI3005,TRANSISTOR,,,6,,,,,,,,,1,1,A2A17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,ES108,TRANSISTOR,ECG243,,2,,,,,,,,,1,4,B1D10,1,B3D9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,F2D,TRANSISTOR,,,7,,,,,,,,,1,3,A2A17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,FA2017,FLYBACK,,,,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCK1411E10A,FLYBACK,,,40,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCK1415JL,FLYBACK,,,26,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCM20A010M,FLYBACK,,,,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCO14042,FLYBACK,,,36,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCO14A030C,FLYBACK,,,36,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCR25A001,FLYBACK,,,,,,,,,,,,1,3,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCR29A001,FLYBACK,,,40,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCV1422L01,FLYBACK,,,30,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FCZ29A001,FLYBACK,,,40,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FFA61012K,FLYBACK,,,35,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FKD15A006,FLYBACK,,,,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FKD15B002M,FLYBACK,,,36,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FKG15A006,FLYBACK,,,35,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FN1016,TRANSISTOR,,,10,,,,,,,,,1,1,A2A17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,FN6016,TRANSISTOR,,,,,,,,,,,,1,0,A2A17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,FN651,TRANSISTOR,,,10,,,,,,,,,1,6,A2A17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,FQ50N06,TRANSISTOR,,,7,,,,,,,,,1,19,A2A,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,FQA15A001,FLYBACK,,,30,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FQM15A007,FLYBACK,,,30,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FQM17A001,FLYBACK,,,30,,,,,,,,,1,3,A1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FS10KM,INTEGRADO,,,8,,,,,,,,,1,15,A2A18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,FS5KM,INTEGRADO,,,10,,,,,,,,,1,2,A2A18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,FSA14A003,FLYBACK,,,36,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSA15A002,FLYBACK,,,38,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSA15A005,FLYBACK,,,25,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSA28014M,FLYBACK,,,26,,,,,,,,,1,6,A1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSA37012M,FLYBACK,,,40,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSA61012M,FLYBACK,,,35,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSV14A001,FLYBACK,,,35,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSV14A004,FLYBACK,,,30,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSV20A099,FLYBACK,,,,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FSV20B018,FLYBACK,,,35,,,,,,,,,1,2,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,FUH29A001,FLYBACK,,,50,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,G4PC50,INTEGRADO,,,28,,,,,,,,,1,3,A2A19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,GL494,INTEGRADO,=GS9450,,2.5,,,,,,,,,1,10,A2A18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,GL7440,INTEGRADO,,,10,,,,,,,,,1,1,A2A18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,GM0765,INTEGRADO,,,17,,,,,,,,,1,1,A2A18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,GS8208-08C,INTEGRADO,,,,,,,,,,,,1,1,A2A19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,GS8908-02H,INTEGRADO,,,,,,,,,,,,1,1,A2A19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,GS9450,INTEGRADO,=GL494,,2.5,,,,,,,,,1,10,A2A18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,H6NA80,INTEGRADO,,,12,,,,,,,,,1,7,B2A14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,HA1755,TRANSISTOR,,,10,,,,,,,,,1,1,A2A19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HAI14817,TRANSISTOR,,,50,,,,,,,,,1,1,A2A20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HAI3151 4K3,TRANSISTOR,,,35,,,,,,,,,1,1,A2A20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HAI3151 4L3,TRANSISTOR,,,24,,,,,,,,,1,4,A2A20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HAI3173,TRANSISTOR,,,18,,,,,,,,,1,4,A2A20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCD4013,TRANSISTOR,,,3,,,,,,,,,1,17,A2A21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4001,TRANSISTOR,,,5,,,,,,,,,1,5,B3B7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4007,TRANSISTOR,,,3,,,,,,,,,1,5,B3B7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4011,TRANSISTOR,,,3,,,,,,,,,1,25,A2A21,13,B3B7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4017,TRANSISTOR,,,,,,,,,,,,1,0,A2A21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4023,TRANSISTOR,,,4,,,,,,,,,1,6,B3B8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4040,TRANSISTOR,,,4,,,,,,,,,1,20,B3B8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4052,TRANSISTOR,,,3,,,,,,,,,1,3,A2A22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4066B,TRANSISTOR,,,3.5,,,,,,,,,1,9,A2A21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4070,TRANSISTOR,,,4,,,,,,,,,1,2,B3B9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF4094,TRANSISTOR,,,3,,,,,,,,,1,6,A2A22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HCF41BE,TRANSISTOR,,,3,,,,,,,,,1,19,A2A22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HEF4018,TRANSISTOR,,,5,,,,,,,,,1,8,B3B7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HEF4072,TRANSISTOR,,,5,,,,,,,,,1,5,B3B9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HEF4076,TRANSISTOR,,,4,,,,,,,,,1,2,B3B9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HF20M,TRANSISTOR,,,1,,,,,,,,,1,1,B1D10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HI1000,TRANSISTOR,,,40,,,,,,,,,1,0,A2A22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HI1004,TRANSISTOR,,,40,,,,,,,,,1,1,A2A22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HI200-4,TRANSISTOR,,,50,,,,,,,,,1,1,A2A22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HIS0169,TRANSISTOR,,,8,,,,,,,,,1,5,A2A19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,HIS0169B,TRANSISTOR,,,,,,,,,,,,1,0,A2A23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IA38BR,TRANSISTOR,,,7,,,,,,,,,1,1,A2A23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,ICE20503,INTEGRADO,,,6,,,,,,,,,1,1,A2A23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,ICE3B0365J,INTEGRADO,,,8,,,,,,,,,1,3,B2A14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,IR2153,TRANSISTOR,,,6,,,,,,,,,1,0,B1A1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IR2E02,TRANSISTOR,,,7,,,,,,,,,1,2,B1A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IR76,TRANSISTOR,,,22,,,,,,,,,1,0,B1A1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF1407,TRANSISTOR,,20160229,7,,,,,,,,,1,4,B1A5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF3205,TRANSISTOR,ECG2991,20160229,5,,,,,,,,,1,27,B1A5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF450,TRANSISTOR,,20160229,10,,,,,,,,,1,8,B1A2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF510,TRANSISTOR,,20160229,5,,,,,,,,,1,1,B1A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF530,TRANSISTOR,ECG66,20160229,5,,,,,,,,,1,16,B1A2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF540,TRANSISTOR,ECG2396,20160229,4,,,,,,,,,1,18,A2A23,5,B1A2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF61413,TRANSISTOR,NO TIENE ECG,20160229,10,,,,,,,,,1,0,B1A6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF620,TRANSISTOR,ECG2388,20160229,4,,,,,,,,,1,11,B1A2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF630,TRANSISTOR,,20160229,4,,,,,,,,,1,15,B1A3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF634,TRANSISTOR,ECG2900,20160229,6,,,,,,,,,1,13,B1A3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF640,TRANSISTOR,ECG2374,20160229,4,,,,,,,,,1,17,B1A3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF730A,TRANSISTOR,NO TIENE ECG,20160229,5,,,,,,,,,1,10,B1A3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF740,TRANSISTOR,ECG2397,20160229,7,,,,,,,,,1,0,B1A4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF822,TRANSISTOR,ECG2380,20160229,3,,,,,,,,,1,4,B1A4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF830,TRANSISTOR,ECG2398,20160229,7,,,,,,,,,1,8,B1A4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF840,TRANSISTOR,ECG2385,20160229,5,,,,,,,,,1,4,B1A4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF9530,TRANSISTOR,,20160229,5,,,,,,,,,1,4,B1A5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF9540,TRANSISTOR,ECG2371,20160229,5,,,,,,,,,1,4,B1A5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF9610,TRANSISTOR,ECG2372,20160229,5,,,,,,,,,1,2,B1A6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRF9630,TRANSISTOR,ECG2373,20160229,3,,,,,,,,,1,30,B1A6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFP150N,TRANSISTOR,ECG2967,20160229,10,,,,,,,,,1,3,B1A7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFP250N,TRANSISTOR,NO TIENE ECG,20160229,10,,,,,,,,,1,3,B1A7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFP260N,TRANSISTOR,ECG2916,20160229,11,,,,,,,,,1,2,B1A7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFP450,TRANSISTOR,ECG2394,20160229,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFP460,TRANSISTOR,ECG2970,20160229,8,,,,,,,,,1,8,B1A7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFS640,TRANSISTOR,ECG2944,20160229,8,,,,,,,,,1,8,B1A8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFZ24,TRANSISTOR,,20160229,4,,,,,,,,,1,7,B1A9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFZ44N,TRANSISTOR,ECG2395,20160229,4,,,,,,,,,1,25,B1A9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,IRFZ48N,TRANSISTOR,ECG2904,20160229,6,,,,,,,,,1,25,B1A9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J176,TRANSISTOR,,,,,,,,,,,,1,6,A2A23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J449,TRANSISTOR,,,4,,,,,,,,,1,4,A2A23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J46AF,TRANSISTOR,,,7,,,,,,,,,1,2,A2A24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J5804,TRANSISTOR,,,8,,,,,,,,,1,0,A2A24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J6810A,TRANSISTOR,=TT2142,,10,,,,,,,,,1,2,A2A24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J6810D,TRANSISTOR,,,10,,,,,,,,,1,6,A2A24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J6820,TRANSISTOR,,,15,,,,,,,,,1,2,A2A24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,J6920,TRANSISTOR,,,15,,,,,,,,,1,4,A2A24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,JF0501-19272R,FLYBACK,,,46,,,,,,,,,1,1,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLYBACK,
Sample Group,K1094,TRANSISTOR,NO TIENE ECG,20160229,10,,,,,,,,,1,4,B1B3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,K1096,TRANSISTOR,ECG2374,20160229,8,,,,,,,,,1,2,B1B3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,K1117,TRANSISTOR,ECG2379,20160229,4,,,,,,,,,1,3,B1B3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,K1482,TRANSISTOR,NO TIENE ECG,20160229,2,,,,,,,,,1,15,B1B3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,K1507,TRANSISTOR,ECG2989,20160229,6,,,,,,,,,1,16,B1B3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,K1537,TRANSISTOR,ECG2377,20160229,15,,,,,,,,,1,5,B1B4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,K1603,TRANSISTOR,ECG2399,20160229,8,,,,,,,,,1,10,B1B4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
